Time,Location,LMP
2022-01-01 12:00:00-08:00,KANAKAJT_1_B1,28.64699
2022-01-01 12:00:00-08:00,KEARNY_7_GNU1N,26.51994
2022-01-01 12:00:00-08:00,LBEACH1G_7_N001,26.80077
2022-01-01 12:00:00-08:00,MECCTG2_7_B2,28.93338
2022-01-01 12:00:00-08:00,MILPITAS_1_N001,29.84814
2022-01-01 12:00:00-08:00,REDMGEN_7_N003,25.7303
2022-01-01 12:00:00-08:00,RENFRO_1_N001,26.1279
2022-01-01 12:00:00-08:00,SHELL3_7_B2,30.8213
2022-01-01 12:00:00-08:00,SPIJCT_6_B1,28.89723
2022-01-01 12:00:00-08:00,TOT210S1_7_N002,24.25944
2022-01-01 12:00:00-08:00,TULLOCH_7_B2,28.53299
2022-01-01 12:00:00-08:00,VACA-DIX_1_B1,28.74987
2022-01-01 12:00:00-08:00,WISE1_7_B1,28.72206
2022-01-01 13:00:00-08:00,ALTA1G_7_B1,28.7988
2022-01-01 13:00:00-08:00,BIGCRK3_2_B1,27.41787
2022-01-01 13:00:00-08:00,C493GEN_7_N003,27.68747
2022-01-01 13:00:00-08:00,CUYAMAGN_7_N001,27.55567
2022-01-01 13:00:00-08:00,IBM-CTLE_1_N002,31.22217
2022-01-01 13:00:00-08:00,JESSUP_1_GN001,30.58712
2022-01-01 13:00:00-08:00,KANAKAJT_1_B1,30.82077
2022-01-01 13:00:00-08:00,KEARNY_7_GNU1N,28.70295
2022-01-01 13:00:00-08:00,LBEACH1G_7_N001,28.99051
2022-01-01 13:00:00-08:00,MECCTG2_7_B2,31.10235
2022-01-01 13:00:00-08:00,MILPITAS_1_N001,32.02796
2022-01-01 13:00:00-08:00,REDMGEN_7_N003,27.78932
2022-01-01 13:00:00-08:00,RENFRO_1_N001,28.23864
2022-01-01 13:00:00-08:00,SHELL3_7_B2,33.01048
2022-01-01 13:00:00-08:00,SPIJCT_6_B1,31.10534
2022-01-01 13:00:00-08:00,TOT210S1_7_N002,26.37244
2022-01-01 13:00:00-08:00,TULLOCH_7_B2,30.63205
2022-01-01 13:00:00-08:00,VACA-DIX_1_B1,30.92561
2022-01-01 13:00:00-08:00,WISE1_7_B1,30.94358
2022-01-01 14:00:00-08:00,ALTA1G_7_B1,31.79335
2022-01-01 14:00:00-08:00,BIGCRK3_2_B1,30.63938
2022-01-01 14:00:00-08:00,C493GEN_7_N003,30.80094
2022-01-01 14:00:00-08:00,CUYAMAGN_7_N001,30.63609
2022-01-01 14:00:00-08:00,IBM-CTLE_1_N002,34.13095
2022-01-01 14:00:00-08:00,JESSUP_1_GN001,33.44517
2022-01-01 14:00:00-08:00,KANAKAJT_1_B1,33.69244
2022-01-01 14:00:00-08:00,KEARNY_7_GNU1N,32.02084
2022-01-01 14:00:00-08:00,LBEACH1G_7_N001,32.1791
2022-01-01 14:00:00-08:00,MECCTG2_7_B2,33.98588
2022-01-01 14:00:00-08:00,MILPITAS_1_N001,34.91894
2022-01-01 14:00:00-08:00,REDMGEN_7_N003,30.88007
2022-01-01 14:00:00-08:00,RENFRO_1_N001,31.27571
2022-01-01 14:00:00-08:00,SHELL3_7_B2,35.7465
2022-01-01 14:00:00-08:00,SPIJCT_6_B1,34.00566
2022-01-01 14:00:00-08:00,TOT210S1_7_N002,29.66016
2022-01-01 14:00:00-08:00,TULLOCH_7_B2,33.42868
2022-01-01 14:00:00-08:00,VACA-DIX_1_B1,33.7353
2022-01-01 14:00:00-08:00,WISE1_7_B1,33.90016
2022-01-01 15:00:00-08:00,ALTA1G_7_B1,55.27885
2022-01-01 15:00:00-08:00,BIGCRK3_2_B1,51.19093
2022-01-01 15:00:00-08:00,C493GEN_7_N003,53.3548
2022-01-01 15:00:00-08:00,CUYAMAGN_7_N001,52.56844
2022-01-01 15:00:00-08:00,IBM-CTLE_1_N002,56.51693
2022-01-01 15:00:00-08:00,JESSUP_1_GN001,55.61904
2022-01-01 15:00:00-08:00,KANAKAJT_1_B1,55.84212
2022-01-01 15:00:00-08:00,KEARNY_7_GNU1N,55.40154
2022-01-01 15:00:00-08:00,LBEACH1G_7_N001,55.4127
2022-01-01 15:00:00-08:00,MECCTG2_7_B2,56.31616
2022-01-01 15:00:00-08:00,MILPITAS_1_N001,57.79406
2022-01-01 15:00:00-08:00,REDMGEN_7_N003,53.89018
2022-01-01 15:00:00-08:00,RENFRO_1_N001,53.54999
2022-01-01 15:00:00-08:00,SHELL3_7_B2,59.13253
2022-01-01 15:00:00-08:00,SPIJCT_6_B1,56.16559
2022-01-01 15:00:00-08:00,TOT210S1_7_N002,51.88248
2022-01-01 15:00:00-08:00,TULLOCH_7_B2,54.42
2022-01-01 15:00:00-08:00,VACA-DIX_1_B1,56.07078
2022-01-01 15:00:00-08:00,WISE1_7_B1,56.53924
2022-01-01 16:00:00-08:00,ALTA1G_7_B1,85.03631
2022-01-01 16:00:00-08:00,BIGCRK3_2_B1,77.00125
2022-01-01 16:00:00-08:00,C493GEN_7_N003,80.55104
2022-01-01 16:00:00-08:00,CUYAMAGN_7_N001,79.99978
2022-01-01 16:00:00-08:00,IBM-CTLE_1_N002,83.94214
2022-01-01 16:00:00-08:00,JESSUP_1_GN001,82.16307
2022-01-01 16:00:00-08:00,KANAKAJT_1_B1,82.22153
2022-01-01 16:00:00-08:00,KEARNY_7_GNU1N,83.40758
2022-01-01 16:00:00-08:00,LBEACH1G_7_N001,83.299
2022-01-01 16:00:00-08:00,MECCTG2_7_B2,83.58298
2022-01-01 16:00:00-08:00,MILPITAS_1_N001,85.95508
2022-01-01 16:00:00-08:00,REDMGEN_7_N003,83.1236
2022-01-01 16:00:00-08:00,RENFRO_1_N001,81.32782
2022-01-01 16:00:00-08:00,SHELL3_7_B2,87.95131
2022-01-01 16:00:00-08:00,SPIJCT_6_B1,82.92314
2022-01-01 16:00:00-08:00,TOT210S1_7_N002,79.0309
2022-01-01 16:00:00-08:00,TULLOCH_7_B2,80.09166
2022-01-01 16:00:00-08:00,VACA-DIX_1_B1,83.22383
2022-01-01 16:00:00-08:00,WISE1_7_B1,83.58298
2022-01-01 17:00:00-08:00,ALTA1G_7_B1,95.58903
2022-01-01 17:00:00-08:00,BIGCRK3_2_B1,86.48398
2022-01-01 17:00:00-08:00,C493GEN_7_N003,90.27385
2022-01-01 17:00:00-08:00,CUYAMAGN_7_N001,90.03055
2022-01-01 17:00:00-08:00,IBM-CTLE_1_N002,93.8485
2022-01-01 17:00:00-08:00,JESSUP_1_GN001,91.5465
2022-01-01 17:00:00-08:00,KANAKAJT_1_B1,91.22834
2022-01-01 17:00:00-08:00,KEARNY_7_GNU1N,93.74557
2022-01-01 17:00:00-08:00,LBEACH1G_7_N001,93.4274
2022-01-01 17:00:00-08:00,MECCTG2_7_B2,93.38997
2022-01-01 17:00:00-08:00,MILPITAS_1_N001,96.49673
2022-01-01 17:00:00-08:00,REDMGEN_7_N003,93.64263
2022-01-01 17:00:00-08:00,RENFRO_1_N001,91.01311
2022-01-01 17:00:00-08:00,SHELL3_7_B2,98.7613
2022-01-01 17:00:00-08:00,SPIJCT_6_B1,92.36062
2022-01-01 17:00:00-08:00,TOT210S1_7_N002,88.17773
2022-01-01 17:00:00-08:00,TULLOCH_7_B2,89.20707
2022-01-01 17:00:00-08:00,VACA-DIX_1_B1,92.82851
2022-01-01 17:00:00-08:00,WISE1_7_B1,92.28576
2022-01-01 18:00:00-08:00,ALTA1G_7_B1,95.41264
2022-01-01 18:00:00-08:00,BIGCRK3_2_B1,86.42557
2022-01-01 18:00:00-08:00,C493GEN_7_N003,90.09529
2022-01-01 18:00:00-08:00,CUYAMAGN_7_N001,89.95487
2022-01-01 18:00:00-08:00,IBM-CTLE_1_N002,93.78373
2022-01-01 18:00:00-08:00,JESSUP_1_GN001,91.25612
2022-01-01 18:00:00-08:00,KANAKAJT_1_B1,91.5276
2022-01-01 18:00:00-08:00,KEARNY_7_GNU1N,93.52161
2022-01-01 18:00:00-08:00,LBEACH1G_7_N001,93.45608
2022-01-01 18:00:00-08:00,MECCTG2_7_B2,93.32502
2022-01-01 18:00:00-08:00,MILPITAS_1_N001,96.41432
2022-01-01 18:00:00-08:00,REDMGEN_7_N003,93.70884
2022-01-01 18:00:00-08:00,RENFRO_1_N001,90.96591
2022-01-01 18:00:00-08:00,SHELL3_7_B2,98.34279
2022-01-01 18:00:00-08:00,SPIJCT_6_B1,92.39823
2022-01-01 18:00:00-08:00,TOT210S1_7_N002,88.22299
2022-01-01 18:00:00-08:00,TULLOCH_7_B2,89.33701
2022-01-01 18:00:00-08:00,VACA-DIX_1_B1,92.64163
2022-01-01 18:00:00-08:00,WISE1_7_B1,92.71652
2022-01-01 19:00:00-08:00,ALTA1G_7_B1,91.85289
2022-01-01 19:00:00-08:00,BIGCRK3_2_B1,82.81936
2022-01-01 19:00:00-08:00,C493GEN_7_N003,86.61775
2022-01-01 19:00:00-08:00,CUYAMAGN_7_N001,86.34836
2022-01-01 19:00:00-08:00,IBM-CTLE_1_N002,89.76961
2022-01-01 19:00:00-08:00,JESSUP_1_GN001,87.08469
2022-01-01 19:00:00-08:00,KANAKAJT_1_B1,87.83001
2022-01-01 19:00:00-08:00,KEARNY_7_GNU1N,90.039
2022-01-01 19:00:00-08:00,LBEACH1G_7_N001,89.84145
2022-01-01 19:00:00-08:00,MECCTG2_7_B2,89.32961
2022-01-01 19:00:00-08:00,MILPITAS_1_N001,92.23004
2022-01-01 19:00:00-08:00,REDMGEN_7_N003,90.36227
2022-01-01 19:00:00-08:00,RENFRO_1_N001,87.30021
2022-01-01 19:00:00-08:00,SHELL3_7_B2,94.19658
2022-01-01 19:00:00-08:00,SPIJCT_6_B1,88.39572
2022-01-01 19:00:00-08:00,TOT210S1_7_N002,84.70509
2022-01-01 19:00:00-08:00,TULLOCH_7_B2,85.62101
2022-01-01 19:00:00-08:00,VACA-DIX_1_B1,88.65613
2022-01-01 19:00:00-08:00,WISE1_7_B1,88.87165
2022-01-01 20:00:00-08:00,ALTA1G_7_B1,85.72415
2022-01-01 20:00:00-08:00,BIGCRK3_2_B1,78.91852
2022-01-01 20:00:00-08:00,C493GEN_7_N003,81.39101
2022-01-01 20:00:00-08:00,CUYAMAGN_7_N001,80.91328
2022-01-01 20:00:00-08:00,IBM-CTLE_1_N002,83.38577
2022-01-01 20:00:00-08:00,JESSUP_1_GN001,80.72889
2022-01-01 20:00:00-08:00,KANAKAJT_1_B1,81.51673
2022-01-01 20:00:00-08:00,KEARNY_7_GNU1N,84.41667
2022-01-01 20:00:00-08:00,LBEACH1G_7_N001,84.30771
2022-01-01 20:00:00-08:00,MECCTG2_7_B2,82.97508
2022-01-01 20:00:00-08:00,MILPITAS_1_N001,85.523
2022-01-01 20:00:00-08:00,REDMGEN_7_N003,84.87764
2022-01-01 20:00:00-08:00,RENFRO_1_N001,81.76817
2022-01-01 20:00:00-08:00,SHELL3_7_B2,87.24117
2022-01-01 20:00:00-08:00,SPIJCT_6_B1,82.06152
2022-01-01 20:00:00-08:00,TOT210S1_7_N002,79.73151
2022-01-01 20:00:00-08:00,TULLOCH_7_B2,79.27054
2022-01-01 20:00:00-08:00,VACA-DIX_1_B1,82.22914
2022-01-01 20:00:00-08:00,WISE1_7_B1,82.01123
2022-01-01 21:00:00-08:00,ALTA1G_7_B1,82.08835
2022-01-01 21:00:00-08:00,BIGCRK3_2_B1,75.64376
2022-01-01 21:00:00-08:00,C493GEN_7_N003,78.32099
2022-01-01 21:00:00-08:00,CUYAMAGN_7_N001,77.47133
2022-01-01 21:00:00-08:00,IBM-CTLE_1_N002,79.45922
2022-01-01 21:00:00-08:00,JESSUP_1_GN001,77.15872
2022-01-01 21:00:00-08:00,KANAKAJT_1_B1,77.34308
2022-01-01 21:00:00-08:00,KEARNY_7_GNU1N,81.30282
