Time,Location,LMP
2022-01-01 03:45:00-08:00,VACA-DIX_1_B1,62.3441
2022-01-01 03:45:00-08:00,WISE1_7_B1,62.8413
2022-01-01 04:00:00-08:00,ALTA1G_7_B1,68.84849
2022-01-01 04:00:00-08:00,BIGCRK3_2_B1,62.23491
2022-01-01 04:00:00-08:00,C493GEN_7_N003,63.8256
2022-01-01 04:00:00-08:00,CUYAMAGN_7_N001,65.66051
2022-01-01 04:00:00-08:00,IBM-CTLE_1_N002,69.39632
2022-01-01 04:00:00-08:00,JESSUP_1_GN001,67.06638
2022-01-01 04:00:00-08:00,KANAKAJT_1_B1,67.54161
2022-01-01 04:00:00-08:00,KEARNY_7_GNU1N,66.28754
2022-01-01 04:00:00-08:00,LBEACH1G_7_N001,67.3238
2022-01-01 04:00:00-08:00,MECCTG2_7_B2,69.01349
2022-01-01 04:00:00-08:00,MILPITAS_1_N001,70.789
2022-01-01 04:00:00-08:00,REDMGEN_7_N003,67.79243
2022-01-01 04:00:00-08:00,RENFRO_1_N001,66.26774
2022-01-01 04:00:00-08:00,SHELL3_7_B2,72.19487
2022-01-01 04:00:00-08:00,SPIJCT_6_B1,68.03664
2022-01-01 04:00:00-08:00,TOT210S1_7_N002,63.03356
2022-01-01 04:00:00-08:00,TULLOCH_7_B2,65.72651
2022-01-01 04:00:00-08:00,VACA-DIX_1_B1,67.99704
2022-01-01 04:00:00-08:00,WISE1_7_B1,68.27425
2022-01-01 04:15:00-08:00,ALTA1G_7_B1,69.05131
2022-01-01 04:15:00-08:00,BIGCRK3_2_B1,62.44058
2022-01-01 04:15:00-08:00,C493GEN_7_N003,64.11813
2022-01-01 04:15:00-08:00,CUYAMAGN_7_N001,65.88187
2022-01-01 04:15:00-08:00,IBM-CTLE_1_N002,69.62154
2022-01-01 04:15:00-08:00,JESSUP_1_GN001,67.30083
2022-01-01 04:15:00-08:00,KANAKAJT_1_B1,67.77823
2022-01-01 04:15:00-08:00,KEARNY_7_GNU1N,66.56483
2022-01-01 04:15:00-08:00,LBEACH1G_7_N001,67.55279
2022-01-01 04:15:00-08:00,MECCTG2_7_B2,69.23697
2022-01-01 04:15:00-08:00,MILPITAS_1_N001,71.01398
2022-01-01 04:15:00-08:00,REDMGEN_7_N003,68.03019
2022-01-01 04:15:00-08:00,RENFRO_1_N001,66.49189
2022-01-01 04:15:00-08:00,SHELL3_7_B2,72.41967
2022-01-01 04:15:00-08:00,SPIJCT_6_B1,68.2689
2022-01-01 04:15:00-08:00,TOT210S1_7_N002,63.30919
2022-01-01 04:15:00-08:00,TULLOCH_7_B2,65.95481
2022-01-01 04:15:00-08:00,VACA-DIX_1_B1,68.21585
2022-01-01 04:15:00-08:00,WISE1_7_B1,68.5076
2022-01-01 04:30:00-08:00,ALTA1G_7_B1,69.51279
2022-01-01 04:30:00-08:00,BIGCRK3_2_B1,62.87183
2022-01-01 04:30:00-08:00,C493GEN_7_N003,64.61734
2022-01-01 04:30:00-08:00,CUYAMAGN_7_N001,66.36285
2022-01-01 04:30:00-08:00,IBM-CTLE_1_N002,70.18157
2022-01-01 04:30:00-08:00,JESSUP_1_GN001,67.8676
2022-01-01 04:30:00-08:00,KANAKAJT_1_B1,68.35581
2022-01-01 04:30:00-08:00,KEARNY_7_GNU1N,67.06506
2022-01-01 04:30:00-08:00,LBEACH1G_7_N001,68.02142
2022-01-01 04:30:00-08:00,MECCTG2_7_B2,69.78699
2022-01-01 04:30:00-08:00,MILPITAS_1_N001,71.57932
2022-01-01 04:30:00-08:00,REDMGEN_7_N003,68.51631
2022-01-01 04:30:00-08:00,RENFRO_1_N001,66.98481
2022-01-01 04:30:00-08:00,SHELL3_7_B2,72.99044
2022-01-01 04:30:00-08:00,SPIJCT_6_B1,68.83064
2022-01-01 04:30:00-08:00,TOT210S1_7_N002,63.79474
